"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
2907,2901,"Foreign-currency-denominated liabilities to total liabilities",Percent,Quarterly,,False,"Maldives Monetary Authority",
2908,2901,"Residential real estate loans to total gross loans",Percent,Quarterly,,False,"Maldives Monetary Authority",
2909,2901,"Commercial real estate loans to total gross loans",Percent,Quarterly,,False,"Maldives Monetary Authority",
2910,2219,"FSI - Income and Expense Statement of Deposit Takers",,,,True,"Maldives Monetary Authority","This data is compiled in accordance with IMF's FSI Compilation Guide (2006)."
2911,2910,"Interest income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2912,2911,"Gross interest income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2913,2911,"Less provisions for accrued interest on nonperforming assets",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2914,2910,"Interest expense",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2915,2910,"Net interest income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2916,2910,"Noninterest income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2917,2916,"Fees and commissions receivable",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2918,2916,"Gains or losses on financial instruments",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2919,2916,"Prorated earnings",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2920,2916,"Other income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2921,2910,"Gross income",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2922,2910,"Noninterest expenses",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2923,2922,"Personnel costs",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2924,2922,"Other expenses",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2925,2910,"Provisions (net)",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2926,2925,"Loan loss provisions",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2927,2925,"Other financial asset provisions",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2928,2910,"Net income (before extraordinary items and taxes)",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2929,2910,"Extraordinary items",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2930,2910,"Income tax",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2931,2910,"Net income after extraordinary items and taxes",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2932,2910,"Dividends payable",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2933,2910,"Retained earnings",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2934,2219,"FSI - Memorandum Items of Deposit Takers",,,,True,"Maldives Monetary Authority","This data is compiled in accordance with IMF's FSI Compilation Guide (2006)."
2935,2934,"Supervisory data",,,,True,"Maldives Monetary Authority",
2936,2935,"Tier 1 Capital",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2937,2935,"Tier 2 Capital",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2938,2935,"Tier 3 Capital",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2939,2935,"Supervisory deductions",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2940,2935,"Total regulatory capital",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2941,2935,"Risk-weighted assets",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2942,2935,"Value of large exposures",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2943,2934,"Series for further analysis of the balance sheet",,,,True,"Maldives Monetary Authority",
2944,2943,"Liquid assets (core)",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2945,2943,"Liquid assets (broad measure)",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2946,2943,"Short-term liabilities",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2947,2943,"Nonperforming loans",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2948,2943,"Residential real estate loans",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2949,2943,"Commercial real estate loans",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2950,2943,"Foreign currency loans",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2951,2943,"Foreign currency liabilities",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2952,2943,"Net open position in equities",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2953,2943,"Net open position in foreign currency for 
 on-balance-sheet items",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2954,2934,"Balance sheet-related series",,,,True,"Maldives Monetary Authority",
2955,2954,"Total net open position in foreign currency",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2956,2934,"Additional series",,,,True,"Maldives Monetary Authority",
2957,2956,"Very short-term deposits",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2958,2956,"Loan loss reserves",Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2959,2956,Arrears,Rufiyaa,Quarterly,,False,"Maldives Monetary Authority",
2960,2219,"Income statement of insurance corporations",,,,True,"Maldives Monetary Authority","Figures are from unaudited quarterly returns submitted to the MMA."
2961,2960,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2962,2960,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2963,2960,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2964,2960,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2965,2960,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2966,2960,"Reinsurance recoveries",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2967,2960,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2968,2960,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2969,2960,"Total underwriting expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2970,2960,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2971,2960,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2972,2960,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2973,2960,"Other income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2974,2960,"Profit before tax",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2975,2219,"Financial position of insurance corporations",,,,True,"Maldives Monetary Authority","Figures are from unaudited quarterly returns submitted to the MMA."
2976,2975,"Fixed assets",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2977,2975,Investments,Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2978,2975,"Equity securities",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2979,2975,"Debt securities",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2980,2975,"T bills",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2981,2975,"Fixed deposits",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2982,2975,Others,Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2983,2975,"Total assets",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2984,2975,"Policy liabilities",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2985,2975,"Total liabilities",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2986,2975,"Equity / net assets",Rufiyaa,Quarterly,Stock,False,"Maldives Monetary Authority",
2987,2219,"Key indicators of insurance corporations",,,,True,"Maldives Monetary Authority","Figures are from unaudited quarterly returns submitted to the MMA."
2988,2987,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2989,2987,"Reinsurance Ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2990,2987,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2991,2987,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2992,2987,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2993,2987,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2994,2987,"Net Incurred Claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2995,2987,"Reinsurance Commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2996,2987,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2997,2987,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2998,2987,"Investment Income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
2999,2987,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3000,2987,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3001,2987,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3002,2987,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3003,2987,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3004,2987,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3005,2987,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3006,2987,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3007,2987,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3008,2987,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3009,2987,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3010,2987,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3011,2987,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3012,2219,"Key indicators of insurance corporations by industry",,,,True,"Maldives Monetary Authority","Figures are from unaudited quarterly returns submitted to the MMA."
3013,3012,"Key indicators of marine cargo insurance",,,,True,"Maldives Monetary Authority",
3014,3013,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3015,3013,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3016,3013,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3017,3013,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3018,3013,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3019,3013,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3020,3013,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3021,3013,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3022,3013,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3023,3013,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3024,3013,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3025,3013,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3026,3013,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3027,3013,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3028,3013,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3029,3013,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3030,3013,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3031,3013,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3032,3013,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3033,3013,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3034,3013,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3035,3013,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3036,3013,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3037,3013,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3038,3012,"Key indicators of marine hull and liability insurance",,,,True,"Maldives Monetary Authority",
3039,3038,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3040,3038,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3041,3038,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3042,3038,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3043,3038,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3044,3038,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3045,3038,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3046,3038,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3047,3038,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3048,3038,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3049,3038,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3050,3038,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3051,3038,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3052,3038,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3053,3038,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3054,3038,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3055,3038,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3056,3038,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3057,3038,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3058,3038,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3059,3038,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3060,3038,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3061,3038,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3062,3038,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3063,3012,"Key indicators of fire insurance",,,,True,"Maldives Monetary Authority",
3064,3063,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3065,3063,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3066,3063,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3067,3063,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3068,3063,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3069,3063,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3070,3063,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3071,3063,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3072,3063,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3073,3063,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3074,3063,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3075,3063,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3076,3063,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3077,3063,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3078,3063,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3079,3063,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3080,3063,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3081,3063,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3082,3063,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3083,3063,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3084,3063,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3085,3063,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3086,3063,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3087,3063,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3088,3012,"Key indicators of motor insurance",,,,True,"Maldives Monetary Authority",
3089,3088,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3090,3088,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3091,3088,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3092,3088,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3093,3088,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3094,3088,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3095,3088,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3096,3088,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3097,3088,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3098,3088,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3099,3088,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3100,3088,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3101,3088,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3102,3088,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3103,3088,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3104,3088,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3105,3088,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3106,3088,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3107,3088,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3108,3088,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3109,3088,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3110,3088,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3111,3088,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3112,3088,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3113,3012,"Key indicators of personal accident insurance",,,,True,"Maldives Monetary Authority",
3114,3113,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3115,3113,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3116,3113,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3117,3113,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3118,3113,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3119,3113,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3120,3113,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3121,3113,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3122,3113,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3123,3113,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3124,3113,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3125,3113,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3126,3113,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3127,3113,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3128,3113,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3129,3113,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3130,3113,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3131,3113,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3132,3113,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3133,3113,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3134,3113,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3135,3113,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3136,3113,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3137,3113,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3138,3012,"Key indicators of health insurance",,,,True,"Maldives Monetary Authority",
3139,3138,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3140,3138,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3141,3138,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3142,3138,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3143,3138,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3144,3138,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3145,3138,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3146,3138,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3147,3138,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3148,3138,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3149,3138,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3150,3138,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3151,3138,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3152,3138,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3153,3138,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3154,3138,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3155,3138,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3156,3138,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3157,3138,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3158,3138,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3159,3138,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3160,3138,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3161,3138,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3162,3138,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3163,3012,"Key indicators of public liability insurance",,,,True,"Maldives Monetary Authority",
3164,3163,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3165,3163,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3166,3163,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3167,3163,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3168,3163,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3169,3163,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3170,3163,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3171,3163,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3172,3163,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3173,3163,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3174,3163,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3175,3163,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3176,3163,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3177,3163,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3178,3163,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3179,3163,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3180,3163,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3181,3163,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3182,3163,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3183,3163,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3184,3163,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3185,3163,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3186,3163,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3187,3163,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3188,3012,"Key indicators of engineering insurance",,,,True,"Maldives Monetary Authority",
3189,3188,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3190,3188,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3191,3188,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3192,3188,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3193,3188,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3194,3188,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3195,3188,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3196,3188,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3197,3188,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3198,3188,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3199,3188,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3200,3188,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3201,3188,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3202,3188,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3203,3188,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3204,3188,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3205,3188,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3206,3188,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3207,3188,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
